topic,topic_title,category,node,node_id,company,ticker,country,share,products,note,src
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,電力交易軟體 ETRM + 需量反應聚合,trading,Voltus,—,US,~1.7GW 受控負載,需量反應 / BYOC / 分散式能源市場價值,未上市；2026/2 與 Octopus Energy US 合作供住宅 DER 進 PJM/MISO/NY/CA；Google 為首個 hyperscaler 簽 100MW BYOC VPP(PJM/3 年)——hyperscaler 與 VPP 業者首例批發市場交易,https://www.utilitydive.com/news/google-virtual-power-plant-vpp-pjm-voltus/821838/
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,電力交易軟體 ETRM + 需量反應聚合,trading,ION Group (Openlink),—,UK,ETRM 老牌龍頭,Endur ETRM,未上市；大型能源交易商主力 ETRM,https://www.gartner.com/reviews/market/energy-trading-and-risk-management
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,電力交易軟體 ETRM + 需量反應聚合,trading,Leap,—,US,VPP 平台 API,DER 市場接入 API / VPP 平台,未上市；2024 與 Carrier 恆溫器合作組 VPP,https://codibly.com/blog/articles/demand-response-companies
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,公用事業作業系統 + AI 電網大腦,utility_os,Octopus Energy / Kraken,—,UK,公用事業 OS 皇冠明珠,Kraken OS(計費/CRM/客服/DER 調度) / Kraken Flex VPP,"未上市；$8.65B 估值分拆、募資 $1B(D1 領投/OTPP/Fidelity/Durable，Origin 另投 $140M)；契約帳戶 7,500 萬、ARR £380M(~$5 億，3 年 4 倍)；2026 中完成分拆(Octopus 保留 14%)+潛在 IPO 上看 $15B",https://www.cnbc.com/2025/12/30/octopus-energy-to-spinoff-ai-unit-kraken-at-8point65-billion-valuation.html
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,公用事業作業系統 + AI 電網大腦,utility_os,GE Vernova (GridOS AI),GEV,US,AI-ready 電網平台,GridOS 統一 ADMS+DERMS / 預測分析,2026/2 GridOS for Distribution；AI 驅動洞察+集中式故障解決,https://www.gevernova.com/software/products/gridos/advanced-distribution-management-system
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,公用事業作業系統 + AI 電網大腦,utility_os,Hitachi Energy (Nostradamus),6501.T,JP,業界首款 grid AI,Nostradamus AI 電力預測,母公司 Hitachi 6501.T；業界首款電網專用 AI,https://www.gevernova.com/software/blog/adms-derms-differences
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,公用事業作業系統 + AI 電網大腦,utility_os,Google (Tapestry / 削峰),GOOGL,US,超大規模商自建 + 削峰,Tapestry 電網建模 AI / AI 工作負載削峰合約,與印第安那/田納西電力公司簽 AI 削峰合約;自建 grid software 威脅外部聚合商,https://www.powerpolicy.net/p/googles-big-flex-can-ai-data-centers
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,公用事業作業系統 + AI 電網大腦,utility_os,Schneider Electric,SU.PA,FR,grid 軟體全棧第一,EcoStruxure Grid 軟體全棧,ABI grid digitalization 全球第一,https://www.prnewswire.com/news-releases/schneider-electric-siemens-ag-and-ge-vernova-take-top-spots-in-abi-researchs-energy-grid-digitalization-technologies-competitive-ranking-302469980.html
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,終端：AI 資料中心彈性用電 + FERC 2222,dc_flex,Google,GOOGL,US,AI 削峰先行者 + VPP 出資方,AI 工作負載削峰合約 / Tapestry / BYOC VPP,與印第安那/田納西電力公司簽 AI 削峰合約;2026 與 Voltus 簽 100MW BYOC VPP(PJM/3 年、首個 hyperscaler 出資住宅 DER 換併網容量)——資料中心由純負載轉為網格資源出資方,https://www.utilitydive.com/news/google-virtual-power-plant-vpp-pjm-voltus/821838/
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,終端：AI 資料中心彈性用電 + FERC 2222,dc_flex,Microsoft,MSFT,US,工作負載再平衡,AI 工作負載持續再平衡,規劃系統吸收用電波動、可削減負載,https://www.datacenterknowledge.com/next-gen-data-centers/data-center-world-2026-how-microsoft-and-google-plan-and-place-ai-workloads
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,終端：AI 資料中心彈性用電 + FERC 2222,dc_flex,FERC Order 2222,—,US,監管結構性催化,強制 RTO/ISO 開放 DER 進批發市場,監管;PJM 能源/輔助服務 2028/2 上線、容量市場 2027/2(可參與 2028/29 容量年)、MISO Phase 1 2027/6 + Phase 2 2029/6(延宕=營收遞延),https://www.ferc.gov/ferc-order-no-2222-explainer-facilitating-participation-electricity-markets-distributed-energy
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,終端：AI 資料中心彈性用電 + FERC 2222,dc_flex,Fluence (軟體),FLNC,US,資料中心儲能+軟體,Nispera AI / Mosaic 市場競價軟體,FQ2'26 營收 $4.65 億(+8% YoY)、backlog 創高 $56 億、ARR $1.57 億;簽兩大 hyperscaler MSA、資料中心管線擴至 ~12GWh、FQ3 預期首筆 hyperscaler 訂單;重申 FY 營收 $32-36 億,https://www.fool.com/earnings/call-transcripts/2026/05/07/fluence-flnc-q2-2026-earnings-transcript/
vpp_grid,虛擬電廠與電力交易供應鏈 (Virtual Power Plants & Grid Software),energy,終端：AI 資料中心彈性用電 + FERC 2222,dc_flex,Volkswagen / Elli (V2G),VOW3.DE,DE,EV 作為 DER,V2G 整合方案,2026Q4 在德國推私人客戶 V2G、把 EV 變能源資產,https://electriccarsreport.com/2026/04/volkswagen-and-elli-to-launch-vehicle-to-grid-offer-in-q4-2026/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電專用晶片 / SiC 功率模組,charging_chip,Infineon,IFNNY,DE,充電 SiC 模組領導,CoolSiC Gen2 / EV 充電方案 / 2000V SiC,供 Electreon 無線道路充電 2000V SiC 模組；EV 充電方案最完整,https://www.infineon.com/applications/industrial/ev-charging
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電專用晶片 / SiC 功率模組,charging_chip,STMicroelectronics,STM,CH,Gen-3 SiC,Gen-3 SiC MOSFET / OBC / DC-DC,powertrain 效率 >99%；OBC 與充電應用,https://newsroom.st.com/media-center/press-item.html/c3283.html
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電專用晶片 / SiC 功率模組,charging_chip,onsemi,ON,US,DC 快充 SiC 模組,EliteSiC / DC 快充模組,能源基礎設施(DC Fast EV Charging) 專責方案,https://www.onsemi.com/solutions/industrial/energy-infrastructure/dc-fast-ev-charging
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電專用晶片 / SiC 功率模組,charging_chip,Wolfspeed,WOLF,US,SiC 基板龍頭 ~33.7%,SiC die / 基板 / 高壓模組,2025/9 完成預打包式 Chapter 11、91 天削債 $4.6B(總債 -70%)、利息 -60%；領先 8 吋 SiC 晶圓轉換,https://www.semiconductor-today.com/news_items/2025/sep/wolfspeed-300925.shtml
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電專用晶片 / SiC 功率模組,charging_chip,ROHM,6963.T,JP,日系 SiC,SiC MOSFET / OBC,車載充電器(OBC) 與 DC-DC SiC,https://www.globenewswire.com/news-release/2026/01/12/3217070/0/en/SiC-for-Wireless-EV-Charging-Market-Forecast-to-2034-Featuring-Wolfspeed-Infineon-Technologies-STMicroelectronics-onsemi-ROHM-Semiconductor-and-More.html
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電專用晶片 / SiC 功率模組,charging_chip,Texas Instruments,TXN,US,controller / GaN,充電 controller / GaN / 隔離元件,充電拓樸與通訊介面晶片,https://markets.financialcontent.com/wral/article/tokenring-2026-1-13-the-silicon-carbide-surge-how-stmicroelectronics-and-infineon-are-powering-the-2026-ev-revolution
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,連接器 / 液冷纜線 / 插座,connector_cable,Phoenix Contact,—,DE,液冷纜線標竿,CHARX 液冷纜線 700A Boost / 500A 持續,未上市；1000V DC、IEC 62196-3-1、IATF 16949 車規,https://www.tti.com/content/ttiinc/en/manufacturers/phoenix-contact/products/phoenix-contact-500a-liquid-cooled-charging-cables.html
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,連接器 / 液冷纜線 / 插座,connector_cable,Amphenol,APH,US,充電連接器,充電連接器 / 纜線總成,高壓充電互連方案,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,連接器 / 液冷纜線 / 插座,connector_cable,TE Connectivity,TEL,CH,高壓連接器,充電高壓連接器,充電與車載互連,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,連接器 / 液冷纜線 / 插座,connector_cable,Stäubli,—,CH,快充連接系統,快充連接系統,未上市；大電流連接,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,連接器 / 液冷纜線 / 插座,connector_cable,健和興,3003.TW,TW,台廠充電連接器,充電連接器 / 端子,充電樁概念股；EV 充電連接,https://news.cnyes.com/news/id/5610170
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,連接器 / 液冷纜線 / 插座,connector_cable,信邦,3023.TW,TW,台廠充電線束,充電線束 / 纜線總成,充電樁概念股；線束總成,https://news.cnyes.com/news/id/5610170
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,ABB E-mobility,ABBN.SW,CH,DC 快充雙雄之一,DC 快充 / Terra HP,交付 >4.5 TWh；全球 DC 快充龍頭,https://www.etechvolution.com/p/the-big-four-ev-charger-manufacturers-compared-sep-2025-update
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,Alpitronic,—,IT,DC 快充雙雄之一,HYC 系列 DC 快充,未上市；與 ABB 並列、交付 >4.5 TWh,https://www.alpitronic.it/us/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,Kempower,KEMPOWR.HE,FI,成長最快 +54% YoY,depot/車隊 DC 快充,Q1 2026 營收 €66.8M +54%、北美 +230%；完成首場實地 MW 重卡充電(EV Realty)；推 Kempower 2.0 策略拚全球 DCFC 前三,https://kempower.com/america/starting-2026-strong-q1-financial-results/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,台達電 Delta,2308.TW,TW,全球前五大充電樁,AC/DC 充電(25-200kW)、D800V(320-350kW),EV 充電毛利率 28.8% 台廠最高；與 EVgo 共開發 400kW dispenser 次世代架構、2026 H2 部署,https://chargedevs.com/newswire/evgo-and-delta-electronics-to-co-develop-next-gen-ev-charging-architecture/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,Tritium,—,AU,800VDC 雙向,GRID-FLEX 800VDC 雙向逆變平台,2025/12 推；曾破產重整,https://www.etechvolution.com/p/the-big-four-ev-charger-manufacturers-compared-sep-2025-update
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,Tesla (Supercharger HW),TSLA,US,V4/V5 自製垂直整合,V4 機櫃 400-1000V / 500kW / 8 槍；V5 Mega-Stall 1.2MW MCS,2026/3 GFNY 停產 V3、全面轉 V4 機櫃；V5 採原生 1000V DC bus、1.2MW MCS(供 Semi 與重卡)；常配 1.4GWh Megapack 削峰,https://www.notateslaapp.com/news/3189/tesla-deploys-first-500kw-supercharger-with-new-v4-cabinet-how-fast-can-it-charge
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電硬體 OEM（AC 樁 / DC 快充 / OBC）,charger_oem,飛宏 Phihong,2457.TW,TW,台廠充電佔比最高,AC/DC 充電樁 / OBC,充電樁佔營收 14%(台廠最高)；EV 充電與車載,https://news.cnyes.com/news/id/5610170
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,ChargePoint,CHPT,US,美最大公共充電網之一,充電網 + CPMS 軟體,Q1 FY27(2026/4 季) 營收 $101.8M +4% YoY、訂閱 $40.8M +7%、non-GAAP 毛利率 32%、連 3 季 YoY 成長、EPS 大幅優於預期；FY26 全年營收 $411.2M、毛利率升至 31%,https://www.fool.com/earnings/call-transcripts/2026/06/03/chargepoint-chpt-q1-2027-earnings-transcript/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,EVgo,EVGO,US,美純 DC 快充網,"DC 快充網 5,280 槍",Q1 2026 營收 $109.5M +45.5%；充電網營收連 17 季雙位數；利用率 21%(-300bp),https://www.stocktitan.net/news/EVGO/e-vgo-inc-reports-first-quarter-2026-results-with-record-first-yasc1qz6prw8.html
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,Tesla Supercharger,TSLA,US,全美 ~51.6% DC 快充(下滑中),Supercharger 網路,"市佔自 52%→51.6%(2026/4)、恐 2026 內跌破 50%；Q1 2026 新增槍佔比僅 26%(他網新增近 2,300 槍為 Tesla 近 2 倍)；全美 36,000+ NACS 槍",https://evchargingstations.com/chargingnews/tesla-supercharging-network-market-share/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,Blink Charging,BLNK,US,美中型 CPO,AC/DC 充電網 + 硬體,垂直整合硬體+營運,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,TELD 特來電,300001.SZ,CN,中國公共第一 77.8 萬支,公共 DC 快充網,特銳德子公司；中國最大公共充電網；背後 270+ JV 鎖優質站點、充電營運可望 2026-2027 轉盈,https://faxiangongchang.com/en/reports/china-ev-charger-2026
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,Star Charge 星星充電,—,CN,中國公共第二 68.6 萬支,公共充電網 + 硬體,未上市；連同國網/南網前 15 大占 84%,https://faxiangongchang.com/en/reports/china-ev-charger-2026
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,Electrify America,VWAGY,US,美第三方快充,DC 快充走廊網,Volkswagen 旗下；NEVI 走廊,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,充電網營運商 CPO（美 / 歐 / 中）,cpo_network,Fastned,FAST.AS,NL,歐洲快充網,DC 快充走廊網,歐洲高速公路快充,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,CPMS 充電管理軟體 / 漫遊,cpms_sw,ChargePoint (SaaS),CHPT,US,CPMS+訂閱領導,充電管理 SaaS / 訂閱,訂閱 $38M +14%；SaaS 毛利率破紀錄 60%(GAAP),https://www.investing.com/news/company-news/chargepoint-q1-2026-slides-margins-improve-despite-revenue-dip-93CH-4081571
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,CPMS 充電管理軟體 / 漫遊,cpms_sw,Driivz (Vontier),VNT,US,CPMS 平台,充電營運/能源管理平台,Vontier 旗下；獨立 CPMS,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,CPMS 充電管理軟體 / 漫遊,cpms_sw,EV Connect (Schneider),SU.PA,FR,CPMS 平台,充電管理平台,Schneider Electric 旗下,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,CPMS 充電管理軟體 / 漫遊,cpms_sw,AMPECO,—,BG,白牌 CPMS,白牌充電管理平台,未上市；CPO 軟體後台,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,CPMS 充電管理軟體 / 漫遊,cpms_sw,Noodoe,—,TW,台廠雲端 CPMS,雲端充電管理 / 支付,未上市；台灣充電管理平台,https://www.sinotrade.com.tw/richclub/industry/-63fedde76554212c3ccfaefa
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,CPMS 充電管理軟體 / 漫遊,cpms_sw,Hubject,—,DE,跨網漫遊,充電漫遊 / 即插即充(Plug&Charge),未上市；BMW/Bosch/西門子等合資,https://www.gireve.com/supplier-fast-chargers-beyond-ev-charging-3/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,V2G 雙向充電 / 聚合 / 終端需求,v2g,Nuvve,NVVE,US,最大純 V2G 平台,V2G 平台 / GIVe 聚合,收購 Fermata(Fermata 2.0)；ComEd 電動校車試點,https://www.renewableenergyworld.com/electric-vehicle/vehicle-to-grid/two-big-v2g-players-become-one-nuvve-acquires-fermata-energy/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,V2G 雙向充電 / 聚合 / 終端需求,v2g,Fermata Energy,—,US,V2G 平台(併入 Nuvve),雲端 V2G 最佳化平台,已併入 Nuvve；價格訊號充放電最佳化,https://fermataenergy.com/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,V2G 雙向充電 / 聚合 / 終端需求,v2g,The Mobility House,—,DE,歐洲 V2G/聚合,智慧充電 / V2G 聚合,未上市；歐洲領先,https://www.globenewswire.com/news-release/2026/04/28/3282460/28124/en/vehicle-to-grid-v2g-global-strategic-business-research-report-2026-focus-on-abb-e-on-engie-fermata-energy-flexitricity-hitachi-energy-indra-renewable-technologies-nuvve-ovo-energy-.html
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,V2G 雙向充電 / 聚合 / 終端需求,v2g,Hitachi Energy,6501.T,JP,電網側 V2G,雙向充電 / 電網整合,電網側聚合與整合,https://www.globenewswire.com/news-release/2026/04/28/3282460/28124/en/vehicle-to-grid-v2g-global-strategic-business-research-report-2026-focus-on-abb-e-on-engie-fermata-energy-flexitricity-hitachi-energy-indra-renewable-technologies-nuvve-ovo-energy-.html
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,V2G 雙向充電 / 聚合 / 終端需求,v2g,Toyota (V2G 試點),TM,JP,車廠 V2G 試點,雙向 BEV 充電試點,與 Oncor 試點驗證雙向價值,https://pressroom.toyota.com/toyotas-vehicle-to-grid-program-with-oncor-energy-demonstrates-benefits-of-bidirectional-bev-charging/
ev_charging,電動車充電基礎設施供應鏈 (EV Charging Infrastructure),energy,V2G 雙向充電 / 聚合 / 終端需求,v2g,GM Energy,GM,US,美 V2H 市佔第一,V2H Bundle / PowerBank / 雙向充電器,"2026 起推雙向充電月租方案；已售 246,000+ 台 V2H 可用 EV、為全美最多；Silverado EV 可供電住家最長 5 天",https://news.gm.com/home.detail.html/Pages/news/us/en/2026/feb/0219-GM-leads-charge-vehicle-to-home-EVs.html
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,熱段高溫合金鑄件 / 單晶葉片,hot_section,Howmet Aerospace,HWM,US,熱段鑄件/葉片寡占龍頭,單晶/DS 渦輪葉片・導向葉・燃燒室・結構件,2026 Q1 引擎部門 +29%、IGT 市場 +39%；航太×燃機雙搶產能 → 定價權,https://www.howmet.com/financial-release/2026-05-07/howmet-aerospace-reports-first-quarter-2026-results/
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,熱段高溫合金鑄件 / 單晶葉片,hot_section,Precision Castparts (PCC),—,US,IGT/航太鑄件寡占,投資鑄造熱段件・大型結構鑄件,Berkshire Hathaway 旗下未上市；與 HWM 並列熱段雙雄,https://www.cppcorp.com/industries/industrial-gas-turbines
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,熱段高溫合金鑄件 / 單晶葉片,hot_section,ATI Inc.,ATI,US,高溫合金材料,鎳基母合金・粉末冶金・鍛件,供葉片/輪盤用高溫合金，受惠燃機與航太同步,
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,熱段高溫合金鑄件 / 單晶葉片,hot_section,Haynes / Carpenter,CRS,US,特殊合金,耐高溫鎳鈷合金,Carpenter Technology；燃燒室/熱段板材合金,
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,熱段高溫合金鑄件 / 單晶葉片,hot_section,永冠-KY,1589.TW,TW,能源大型鑄件（風電/火電）,風力/火力發電機鑄件（底座・輪轂・齒輪箱座）,台廠少數能源大型鑄件商，惟 2026 因財報問題面臨下市風險、不宜視為純受惠標的,https://www.stockfeel.com.tw/financial/?stock=1589
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,燃氣渦輪 OEM（重型/航改型）,turbine_oem,GE Vernova,GEV,US,重型燃機全球龍頭,H 級重型燃機・LM6000 航改型・聯合循環,2026 Q1 合約量 100GW、目標 110GW、2030 前售罄；2026 年化產能 20GW→2028 24GW；資料中心電氣化單 $24 億,https://www.power-eng.com/gas/turbines/data-centers-drive-record-surge-in-ge-vernova-power-equipment-orders-as-turbine-slots-tighten-through-2030/
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,燃氣渦輪 OEM（重型/航改型）,turbine_oem,Siemens Energy,ENR.DE,DE,重型燃機全球第二,SGT 系列重型燃機・聯合循環,"燃機 backlog 60GW＋預留 27GW；總在手單 €1,540 億；FY26 營收 +14-16%；交期 4 年",https://www.marketscreener.com/news/siemens-energy-books-record-order-backlog-driven-by-ai-data-center-boom-ce7e5adcd08bfe2c
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,燃氣渦輪 OEM（重型/航改型）,turbine_oem,三菱重工 (MHI),7011.T,JP,重型燃機亞洲龍頭,JAC 級重型燃機・聯合循環・資料中心方案,產能兩年翻倍（原 +30% 不夠）、投 ¥500 億；交期最長 7 年；xAI 確認採購,https://www.japantimes.co.jp/business/2025/09/01/companies/mitsubishi-heavy-industries-gas-turbine-boost/
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,燃氣渦輪 OEM（重型/航改型）,turbine_oem,Doosan Enerbility,034020.KS,KR,韓國燃機國產化,380MW 級燃機・蒸汽機・SMR,拿下美科技巨頭 7 台 380MW 史上最大單、累計對美 12 台；另簽 4 台 370MW 蒸汽機交 Texas,https://en.sedaily.com/finance/2026/03/07/doosan-enerbility-wins-record-gas-turbine-order-from-us-big-20260307
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,燃氣渦輪 OEM（重型/航改型）,turbine_oem,Rolls-Royce,RR.L,UK,mtu 快啟動燃機/引擎,mtu Series 4000 燃氣機組・Bergen 引擎,2026 推 20 缸 mtu 4000 L64（2.8MW、45 秒全載）、無齒輪省空間；資料中心連續/備援雙用,https://www.datacenterdynamics.com/en/news/rolls-royce-launches-new-gas-generator-for-data-center-market/
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,往復引擎 / 燃料電池 OEM（快交付替代路徑）,engine_oem,Caterpillar,CAT,US,大型往復引擎+Solar 燃機,往復發電機組・Solar Turbines 燃機・prime power,接 2GW 級 prime power 單＋ProPower 2.1GW；產能擴 ~3 倍、2027 前售罄；攜手 Vertiv,https://www.tikr.com/blog/caterpillar-power-chief-just-revealed-what-the-data-center-boom-really-means-for-cat-stock
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,往復引擎 / 燃料電池 OEM（快交付替代路徑）,engine_oem,Cummins,CMI,US,往復引擎/發電機組,天然氣/柴油發電機組・備援＋prime power,資料中心發電需求『持續超預期』、跨產品線供給,https://www.sec.gov/Archives/edgar/data/0000026172/000002617226000013/cmi2026q18-kex99.htm
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,往復引擎 / 燃料電池 OEM（快交付替代路徑）,engine_oem,Bloom Energy,BE,US,SOFC 燃料電池就地發電龍頭,Bloom Energy Server（固態氧化物燃料電池）,2026 營收 $31-33 億 (+~70%)；AEP 1GW＋Oracle 2.8GW；Brookfield 最高 $50 億融資,https://finance.yahoo.com/markets/stocks/articles/bloom-energy-brookfield-deal-links-050358240.html
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,往復引擎 / 燃料電池 OEM（快交付替代路徑）,engine_oem,FuelCell Energy,FCEL,US,碳酸鹽燃料電池,MCFC 燃料電池發電/碳捕捉,資料中心就地發電替代路徑之一,
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,往復引擎 / 燃料電池 OEM（快交付替代路徑）,engine_oem,Generac,GNRC,US,備援/工商發電機,工商業天然氣/柴油發電機組,資料中心備援電力＋分散式發電；偏備援而非 prime power,
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,電氣 BOP / 表後 IPP・EPC（電力孤島交鑰匙）,power_island,Talen Energy,TLN,US,表後/併網 IPP 示範者,資料中心專屬發電 PPA（核能/燃氣）,"AWS 17 年 $180 億 PPA、Susquehanna 1,920MW；表後→併網零售結構 2026 轉換",https://www.powermag.com/talen-amazon-launch-18b-nuclear-ppa-a-grid-connected-ipp-model-for-the-data-center-era/
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,電氣 BOP / 表後 IPP・EPC（電力孤島交鑰匙）,power_island,ProEnergy,—,US,航改橋接電力 EPC,PE6000（CF6 翻修燃機 ~50MW）・電力孤島交鑰匙,未上市；已售 21 台（>1GW）、30 天可上線、5-7 年橋接、2027 可交,https://www.datacenterfrontier.com/energy/article/55358731/aeroderivative-turbines-move-to-the-center-of-ai-data-center-power-strategy
onsite_power,AI 資料中心自有發電 / 表後電力供應鏈 (Behind-the-Meter Prime Power for AI Data Centers),energy,電氣 BOP / 表後 IPP・EPC（電力孤島交鑰匙）,power_island,Vertiv,VRT,US,電力分配＋散熱整合,電力管理・配電・液冷,與 Caterpillar/Solar 合組發電＋散熱方案；詳見 power/data_center_cooling 主題,https://www.tikr.com/blog/caterpillar-power-chief-just-revealed-what-the-data-center-boom-really-means-for-cat-stock
